15-01-2022 22:21:20 || getMap || {"name":"Rome","url":"files/max/Rome.json"} 
15-01-2022 22:22:39 || getMap || {"name":"Guerre civile espagnole","url":"files/max/Guerre_civile_espagnole.json"} 
15-01-2022 22:24:01 || getMap || {"name":"Rome","url":"files/max/Rome.json"} 
15-01-2022 22:47:27 || get map || {"name":"Rome","url":"files/max/Rome.json"} 
15-01-2022 22:51:31 || createNewFile || {} 
15-01-2022 22:51:42 || getMap || {"name":"Rome","url":"files/max/Rome.json"} 
15-01-2022 22:51:44 || createNewFile || {} 
15-01-2022 23:18:57 || createNewFile || {} 
15-01-2022 23:22:37 || registration || {"name":"test3","mail":"test@gmail.com","lang":"en","newsletter":false} 
15-01-2022 23:22:53 || login || {"name":"max"} 
15-01-2022 23:36:45 || forgotPassword || {"name":"max"} 
15-01-2022 23:42:36 || forgotPassword || {"name":"max"} 
15-01-2022 23:50:20 || getMap || {"name":"Rome","url":"files/max/Rome.json"} 
